chrom_HNI,gene_start_HNI,gene_end_HNI,ensemblGeneID_HNI,gene_symbol_hni,description_HNI,ensemblGeneID_HdrR,gene_start_HdrR,gene_end_HdrR,gene_symbol_HdrR,description_HdrR,popStat_phenotype_annotation
4,5121291,5134555,ENSORLG00020007483,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
4,5104999,5116178,ENSORLG00020007508,NA,description:solute carrier family 1 member 8a [Source:ZFIN;Acc:ZDB-GENE-101111-8],ENSORLG00000002339,5228570,5247405,slc1a8a,gene_symbol:slc1a8a description:excitatory amino acid transporter 5-like [Source:NCBI gene;Acc:101174903],_highTajimaD__
4,18239716,18250000,ENSORLG00020005921,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
4,18229872,18239480,ENSORLG00020006031,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
4,18219188,18229212,ENSORLG00020006065,NA,,ENSORLG00000011405,18221528,18231368,NA,description:fibronectin type III domain-containing protein 7-like [Source:NCBI gene;Acc:101172066],_highTajimaD__
4,18202119,18202512,ENSORLG00020006085,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
4,24487937,24499670,ENSORLG00020001364,NA,description:vascular cell adhesion molecule 1b [Source:ZFIN;Acc:ZDB-GENE-070209-238],ENSORLG00000014149,24660527,24662892,vcam1b,gene_symbol:vcam1b description:vascular cell adhesion molecule 1 [Source:NCBI gene;Acc:101156567],_highTajimaD__
4,24474086,24485889,ENSORLG00020001371,NA,description:solute carrier family 30 member 7 [Source:NCBI gene;Acc:327439],ENSORLG00000014132,24643461,24653861,slc30a7,gene_symbol:slc30a7 description:solute carrier family 30 member 7 [Source:NCBI gene;Acc:101171738],_highTajimaD__
4,24459667,24473269,ENSORLG00020001379,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
4,27575610,27579767,ENSORLG00020000516,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
4,27566141,27575604,ENSORLG00020000526,NA,description:transmembrane protein 45a [Source:ZFIN;Acc:ZDB-GENE-050522-34],ENSORLG00000016145,28325841,28331384,tmem45a,gene_symbol:tmem45a description:transmembrane protein 45A [Source:NCBI gene;Acc:101171567],_highTajimaD__
4,27587145,27600000,ENSORLG00020018293,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
4,27582288,27591190,ENSORLG00020018430,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
4,27552912,27553151,ENSORLG00020018496,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
5,19890744,19894432,ENSORLG00020004500,arfrp1,gene_symbol:arfrp1 description:ADP ribosylation factor related protein 1 [Source:NCBI gene;Acc:101159344],ENSORLG00000010647,20153953,20157911,arfrp1,gene_symbol:arfrp1 description:ADP ribosylation factor related protein 1 [Source:NCBI gene;Acc:101159344],_highTajimaD__
5,19885378,19889660,ENSORLG00020004518,NA,description:chitinase; acidic.3 [Source:ZFIN;Acc:ZDB-GENE-040426-2891],ENSORLG00000010628,20148572,20153105,chia.3,gene_symbol:chia.3 description:acidic mammalian chitinase [Source:NCBI gene;Acc:101159095],_highTajimaD__
5,19866528,19874124,ENSORLG00020004576,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
5,19856933,19875119,ENSORLG00020004622,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
5,19850003,19856794,ENSORLG00020004654,NA,description:contactin 2 [Source:NCBI gene;Acc:101161878],ENSORLG00000010556,20102147,20118727,cntn2,gene_symbol:cntn2 description:contactin 2 [Source:NCBI gene;Acc:101161878],_highTajimaD__
5,29495778,29498747,ENSORLG00020012662,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
5,29486338,29495185,ENSORLG00020012713,NA,description:transmembrane protein; adipocyte asscociated 1 [Source:NCBI gene;Acc:570573],ENSORLG00000016658,30178691,30187912,tpra1,gene_symbol:tpra1 description:transmembrane protein adipocyte associated 1 [Source:NCBI gene;Acc:101167448],_highTajimaD__
5,29473411,29478825,ENSORLG00020012721,NA,description:tripartite motif containing 107 [Source:ZFIN;Acc:ZDB-GENE-110919-5],ENSORLG00000029161,30169882,30176649,trim107,gene_symbol:trim107 description:zinc-binding protein A33-like [Source:NCBI gene;Acc:111946268],_highTajimaD__
5,29451303,29469385,ENSORLG00020012747,NA,description:zgc:123305 [Source:ZFIN;Acc:ZDB-GENE-051120-171],ENSORLG00000016643,30151718,30168877,zgc,gene_symbol:zgc:123305 description:phosphatidate phosphatase LPIN2 [Source:NCBI gene;Acc:101174419],_highTajimaD__
5,29450001,29450648,ENSORLG00020012763,NA,description:myosin regulatory light polypeptide 9 [Source:NCBI gene;Acc:101167032],ENSORLG00000016619,30144761,30151083,myl9a,gene_symbol:myl9a description:myosin regulatory light polypeptide 9 [Source:NCBI gene;Acc:101167032],_highTajimaD__
7,16889252,16898390,ENSORLG00020019913,NA,description:interleukin 17 receptor E [Source:NCBI gene;Acc:101170430],ENSORLG00000026604,17228694,17237311,NA,description:interleukin 17 receptor E [Source:NCBI gene;Acc:101170430],_highTajimaD__
7,16867063,16882183,ENSORLG00020019956,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
7,16853573,16865469,ENSORLG00020019979,NA,description:cysteine-rich with EGF-like domains 1b [Source:ZFIN;Acc:ZDB-GENE-161219-1],ENSORLG00000011083,17199618,17207520,creld1b,gene_symbol:creld1b description:cysteine rich with EGF like domains 1 [Source:NCBI gene;Acc:101170184],_highTajimaD__
7,16852118,16855091,ENSORLG00020020013,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
7,16851302,16853487,ENSORLG00020020210,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
7,17654183,17679685,ENSORLG00020018362,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
7,17653520,17653655,ENSORLG00020018381,SNORA62,NA,NA,NA,NA,NA,NA,_highTajimaD__
7,17746507,17749696,ENSORLG00020018290,NA,,ENSORLG00000011784,18173713,18185599,NA,description:cadherin-like protein 26 [Source:NCBI gene;Acc:105354410],_highTajimaD__
7,17723565,17744931,ENSORLG00020018344,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
8,8427584,8438979,ENSORLG00020002847,NA,,ENSORLG00000026987,8835506,8847424,NA,description:myosin heavy chain; fast skeletal muscle-like [Source:NCBI gene;Acc:111947749],_highTajimaD__
8,8400003,8411500,ENSORLG00020003055,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
8,8498792,8500000,ENSORLG00020002719,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
8,8487714,8495844,ENSORLG00020002776,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
8,8471840,8472521,ENSORLG00020002785,NA,,ENSORLG00000004040,8928072,8928750,NA,,_highTajimaD__
8,8458562,8465033,ENSORLG00020002809,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
8,10149866,10150000,ENSORLG00020020355,NA,,ENSORLG00000030068,10586814,10588287,NA,,_highTajimaD__
8,10124754,10131405,ENSORLG00020020372,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
8,10115956,10121099,ENSORLG00020020381,NA,,ENSORLG00000028089,10552796,10555238,NA,description:B-cell receptor CD22-like [Source:NCBI gene;Acc:105353581],_highTajimaD__
8,10111791,10113982,ENSORLG00020020397,NA,,ENSORLG00000025130,10549376,10550660,npb,gene_symbol:npb description:neuropeptide B [Source:NCBI gene;Acc:105354556],_highTajimaD__
8,10105569,10113982,ENSORLG00020020414,NA,,ENSORLG00000007929,10542007,10550835,NA,description:guanine nucleotide-binding protein G(o) subunit alpha [Source:NCBI gene;Acc:101174025],_highTajimaD__
8,10101325,10105325,ENSORLG00020020437,NA,description:phosphate cytidylyltransferase 2; ethanolamine [Source:HGNC Symbol;Acc:HGNC:8756],ENSORLG00000007906,10533823,10540986,PCYT2,gene_symbol:PCYT2 description:ethanolamine-phosphate cytidylyltransferase [Source:NCBI gene;Acc:101172414],_highTajimaD__
8,14351260,14358824,ENSORLG00020012633,NA,NA,NA,NA,NA,NA,NA,highPi_highTajimaD__
8,14350594,14351688,ENSORLG00020012660,NA,NA,NA,NA,NA,NA,NA,highPi_highTajimaD__
8,19794605,19795477,ENSORLG00020004716,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
8,19786436,19788696,ENSORLG00020004732,NA,,ENSORLG00000025827,21186862,21189118,NA,,_highTajimaD__
8,19783418,19783515,ENSORLG00020004734,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
8,19782584,19785707,ENSORLG00020004750,NA,description:KRI1 homolog [Source:NCBI gene;Acc:402800],ENSORLG00000015403,21182995,21186142,kri1,gene_symbol:kri1 description:KRI1 homolog [Source:NCBI gene;Acc:402800],_highTajimaD__
8,19778186,19781592,ENSORLG00020004759,NA,description:SPC24 component of NDC80 kinetochore complex [Source:NCBI gene;Acc:554147],ENSORLG00000015391,21178813,21181954,spc24,gene_symbol:spc24 description:SPC24 component of NDC80 kinetochore complex [Source:NCBI gene;Acc:101162531],_highTajimaD__
8,19774328,19775456,ENSORLG00020004763,NA,description:sphingosine 1-phosphate receptor 1 [Source:NCBI gene;Acc:101162295],ENSORLG00000015375,21174934,21176061,s1pr5a,gene_symbol:s1pr5a description:sphingosine 1-phosphate receptor 1 [Source:NCBI gene;Acc:101162295],_highTajimaD__
8,22397448,22397962,ENSORLG00020019929,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
8,22366221,22372459,ENSORLG00020019951,NA,description:cytochrome b561 [Source:ZFIN;Acc:ZDB-GENE-070713-3],ENSORLG00000016966,23843315,23850056,cyb561,gene_symbol:cyb561 description:cytochrome b561 [Source:NCBI gene;Acc:101173063],_highTajimaD__
8,22350001,22364709,ENSORLG00020020022,NA,description:protein TANC2 [Source:NCBI gene;Acc:101167795],ENSORLG00000016958,23803093,23842583,tanc2a,gene_symbol:tanc2a description:protein TANC2 [Source:NCBI gene;Acc:101167795],_highTajimaD__
9,23127196,23127252,ENSORLG00020021692,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
10,5359540,5360593,ENSORLG00020000130,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
10,5350359,5355143,ENSORLG00020000132,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
10,5392859,5395803,ENSORLG00020006311,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
10,5381376,5387600,ENSORLG00020006340,nitr22,gene_symbol:nitr22 description:Oryzias latipes novel immune-type receptor 22 (nitr22); mRNA. [Source:RefSeq mRNA;Acc:NM_001137600],ENSORLG00000000381,6340682,6346934,nitr22,gene_symbol:nitr22 description:novel immune-type receptor 22 [Source:NCBI gene;Acc:100192417],_highTajimaD__
10,13474870,13479622,ENSORLG00020015308,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
10,13470523,13474666,ENSORLG00020015329,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
10,13469046,13474029,ENSORLG00020015341,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
10,13463007,13468258,ENSORLG00020015360,NA,,ENSORLG00000021827,14829449,14834151,NA,,_highTajimaD__
10,13456685,13469010,ENSORLG00020015387,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
10,13453220,13458670,ENSORLG00020015395,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
10,13450274,13500000,ENSORLG00020015513,NA,description:protocadherin 1 gamma 32 [Source:ZFIN;Acc:ZDB-GENE-050609-25],ENSORLG00000029815,14770725,14781707,NA,description:protocadherin gamma-C5 [Source:NCBI gene;Acc:101169865],_highTajimaD__
10,13450274,13500000,ENSORLG00020015513,NA,description:protocadherin 1 gamma 32 [Source:ZFIN;Acc:ZDB-GENE-050609-25],ENSORLG00000023428,14805847,14810984,NA,description:protocadherin 1 gamma 22 [Source:ZFIN;Acc:ZDB-GENE-030131-2695],_highTajimaD__
10,13450274,13500000,ENSORLG00020015513,NA,description:protocadherin 1 gamma 32 [Source:ZFIN;Acc:ZDB-GENE-050609-25],ENSORLG00000025685,14795752,14799378,NA,description:protocadherin 1 gamma 31 [Source:ZFIN;Acc:ZDB-GENE-050609-24],_highTajimaD__
10,13450274,13500000,ENSORLG00020015513,NA,description:protocadherin 1 gamma 32 [Source:ZFIN;Acc:ZDB-GENE-050609-25],ENSORLG00000022883,14876361,14877743,NA,,_highTajimaD__
10,13798734,13798917,ENSORLG00020014623,NA,NA,NA,NA,NA,NA,NA,highPi_highTajimaD__
10,13796249,13799432,ENSORLG00020014632,NA,,ENSORLG00000026864,15180755,15185605,NA,,highPi_highTajimaD__
10,13782256,13785082,ENSORLG00020014645,NA,NA,NA,NA,NA,NA,NA,highPi_highTajimaD__
10,13772015,13778072,ENSORLG00020014667,NA,NA,NA,NA,NA,NA,NA,highPi_highTajimaD__
10,13763757,13766797,ENSORLG00020014682,NA,,ENSORLG00000023815,15153493,15161478,NA,,highPi_highTajimaD__
10,13756468,13762681,ENSORLG00020014691,NA,NA,NA,NA,NA,NA,NA,highPi_highTajimaD__
10,13751858,13755407,ENSORLG00020014707,NA,NA,NA,NA,NA,NA,NA,highPi_highTajimaD__
10,13751348,13751390,ENSORLG00020014715,NA,NA,NA,NA,NA,NA,NA,highPi_highTajimaD__
10,13888078,13890267,ENSORLG00020014556,NA,NA,NA,NA,NA,NA,NA,highPi_highTajimaD_highSexFst_
10,13879152,13885493,ENSORLG00020014569,NA,description:protocadherin 2 alpha a 1 [Source:ZFIN;Acc:ZDB-GENE-041118-13],ENSORLG00000021994,15272198,15278728,pcdh2aa1,gene_symbol:pcdh2aa1 description:protocadherin 2 alpha a 1 [Source:ZFIN;Acc:ZDB-GENE-041118-13],highPi_highTajimaD_highSexFst_
10,13868395,13871701,ENSORLG00020014579,NA,description:si:ch73-379j16.2 [Source:ZFIN;Acc:ZDB-GENE-141215-68],ENSORLG00000028208,15252344,15258980,si,gene_symbol:si:ch73-379j16.2 description:si:ch73-379j16.2 [Source:ZFIN;Acc:ZDB-GENE-141215-68],highPi_highTajimaD_highSexFst_
10,13857738,13868100,ENSORLG00020014584,NA,,ENSORLG00000030495,15246909,15255840,NA,,highPi_highTajimaD_highSexFst_
12,3392784,3397374,ENSORLG00020013085,NA,,ENSORLG00000027307,16811993,16822906,NA,,_highTajimaD__
12,3355909,3367628,ENSORLG00020013128,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
12,3351556,3351695,ENSORLG00020013161,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
13,18521857,18544991,ENSORLG00020017163,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
13,18513258,18517190,ENSORLG00020017181,NA,,ENSORLG00000009939,19956750,19975733,NA,,_highTajimaD__
13,18501589,18506620,ENSORLG00020017192,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
13,18550368,18580091,ENSORLG00020017043,NA,NA,NA,NA,NA,NA,NA,highPi_highTajimaD__
14,2148881,2150000,ENSORLG00020003258,NA,description:lymphocyte cytosolic protein 2a [Source:ZFIN;Acc:ZDB-GENE-041114-97],ENSORLG00000024003,3239886,3271651,NA,description:lymphocyte cytosolic protein 2 [Source:NCBI gene;Acc:101159844],_highTajimaD__
14,2133617,2143626,ENSORLG00020003277,nhp2,gene_symbol:nhp2 description:NHP2 ribonucleoprotein [Source:NCBI gene;Acc:101168479],ENSORLG00000029195,3153815,3236357,nhp2,gene_symbol:nhp2 description:NHP2 ribonucleoprotein [Source:NCBI gene;Acc:101168479],_highTajimaD__
14,2109720,2125887,ENSORLG00020003311,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
14,21650001,21685266,ENSORLG00020013203,NA,,ENSORLG00000013049,23316220,23347552,NA,description:A disintegrin and metalloproteinase with thrombospondin motifs 2 [Source:NCBI gene;Acc:101157151],_highTajimaD__
15,8083986,8086507,ENSORLG00020019488,NA,,ENSORLG00000028549,33111565,33113634,NA,,_highTajimaD__
15,8078318,8098990,ENSORLG00020019523,NA,description:RAS guanyl releasing protein 3 (calcium and DAG-regulated) [Source:ZFIN;Acc:ZDB-GENE-070424-82],ENSORLG00000023586,9424544,9444274,rasgrp3,gene_symbol:rasgrp3 description:RAS guanyl releasing protein 3 [Source:NCBI gene;Acc:105353619],_highTajimaD__
15,8052475,8078730,ENSORLG00020019552,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
16,14448063,14450000,ENSORLG00020018130,NA,description:zgc:171592 [Source:ZFIN;Acc:ZDB-GENE-080220-23],ENSORLG00000006426,15172499,15174941,si,gene_symbol:si:dkey-238d18.3 description:chymotrypsin-like protease CTRL-1 [Source:NCBI gene;Acc:101174455],_highTajimaD__
16,14443079,14447577,ENSORLG00020018160,hsp70-3,gene_symbol:hsp70-3 description:Oryzias latipes heat shock protein 70 (hsp70-3); mRNA. [Source:RefSeq mRNA;Acc:NM_001104915],ENSORLG00000006386,15169313,15172486,hsp70-3,gene_symbol:hsp70-3 description:heat shock protein 70 [Source:NCBI gene;Acc:100125493],_highTajimaD__
16,14438753,14442674,ENSORLG00020018190,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
16,14429797,14430854,ENSORLG00020018201,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
16,14416482,14422453,ENSORLG00020018235,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
16,14400001,14400154,ENSORLG00020018248,NA,,ENSORLG00000022612,15127765,15137039,NA,,_highTajimaD__
18,3202496,3210659,ENSORLG00020019848,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
18,4220323,4238072,ENSORLG00020018621,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
18,4200307,4220229,ENSORLG00020018778,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
18,4296761,4296804,ENSORLG00020018505,NA,,ENSORLG00000003427,5020396,5090035,dysf,gene_symbol:dysf description:dysferlin; limb girdle muscular dystrophy 2B (autosomal recessive) [Source:ZFIN;Acc:ZDB-GENE-070501-1],highPi_highTajimaD__
18,6888243,6898512,ENSORLG00020016345,NA,description:si:dkey-183c6.7 [Source:ZFIN;Acc:ZDB-GENE-160728-81],ENSORLG00000004084,7876025,7900570,si,gene_symbol:si:dkey-183c6.7 description:urea transporter 2 [Source:NCBI gene;Acc:101163850],highPi_highTajimaD__
18,6868637,6882947,ENSORLG00020016399,NA,description:si:dkey-183c6.8 [Source:ZFIN;Acc:ZDB-GENE-160728-23],ENSORLG00000004069,7857005,7870711,si,gene_symbol:si:dkey-183c6.8 description:protein O-GlcNAcase [Source:NCBI gene;Acc:101163611],highPi_highTajimaD__
18,6921520,6929975,ENSORLG00020016310,NA,description:synaptotagmin IV [Source:ZFIN;Acc:ZDB-GENE-030131-7297],ENSORLG00000004098,7927418,7932247,syt4,gene_symbol:syt4 description:synaptotagmin 4 [Source:NCBI gene;Acc:101163610],highPi_highTajimaD__
18,17260776,17266921,ENSORLG00020005580,NA,description:si:ch211-168d1.3 [Source:ZFIN;Acc:ZDB-GENE-160113-13],ENSORLG00000008010,19029595,19108295,si,gene_symbol:si:ch211-168d1.3 description:Ras and Rab interactor 1 [Source:NCBI gene;Acc:101175602],lowPi_nearLowTajimaD
18,17795685,17795747,ENSORLG00020005273,NA,NA,NA,NA,NA,NA,NA,lowPi_nearLowTajimaD
18,17760124,17770344,ENSORLG00020005290,vbp1,gene_symbol:vbp1 description:VHL binding protein 1 [Source:NCBI gene;Acc:101157572],ENSORLG00000008340,19814941,19825413,vbp1,gene_symbol:vbp1 description:VHL binding protein 1 [Source:NCBI gene;Acc:101157572],lowPi_nearLowTajimaD
18,17721434,17744285,ENSORLG00020005325,NA,NA,NA,NA,NA,NA,NA,lowPi_nearLowTajimaD
18,17810427,17837540,ENSORLG00020005262,NA,,ENSORLG00000008345,19844477,19872310,NA,description:RAB39B; member RAS oncogene family [Source:NCBI gene;Acc:101157815],lowPiLowTajimaD
18,26450657,26453552,ENSORLG00020000289,NA,description:tRNA methyltransferase 10A [Source:ZFIN;Acc:ZDB-GENE-130530-594],ENSORLG00000012069,29482757,29487920,trmt10a,gene_symbol:trmt10a description:tRNA methyltransferase 10A [Source:NCBI gene;Acc:101158639],_highTajimaD_highSexFst_
18,26485117,26493278,ENSORLG00020011493,NA,description:3-hydroxyacyl-CoA dehydratase 4 [Source:NCBI gene;Acc:101172608],ENSORLG00000012074,29521943,29523823,HACD4,gene_symbol:HACD4 description:3-hydroxyacyl-CoA dehydratase 4 [Source:NCBI gene;Acc:101172608],_highTajimaD_highSexFst_
18,26469619,26472646,ENSORLG00020011502,NA,,ENSORLG00000023851,29504417,29508460,C4orf54,gene_symbol:C4orf54 description:uncharacterized LOC101158890 [Source:NCBI gene;Acc:101158890],_highTajimaD_highSexFst_
19,3935565,3946734,ENSORLG00020020777,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
