pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
sak	CP020779.1	2800001	2850000	0.0015395165098605	25894	125971	81825040	0
sak	CP020779.1	2850001	2900000	0.0017288995570002	19876	108589	62808160	0
sak	CP020779.1	2900001	2950000	0.0012166833896289	25206	96910	79650960	0
sak	CP020779.1	2950001	3000000	0.0014747596604378	16547	77113	52288520	0
sak	CP020779.1	3000001	3050000	0.0013374600959451	23819	100668	75268040	0
sak	CP020779.1	3050001	3100000	0.0011591175278165	21356	78223	67484960	0
sak	CP020779.1	3100001	3150000	0.002397828248154	29629	224503	93627640	0
sak	CP020779.1	3150001	3200000	0.0021468428034916	28892	196004	91298720	0
sak	CP020779.1	3200001	3250000	0.0015682732209318	30052	148930	94964320	0
sak	CP020779.1	3250001	3300000	0.0013585450858573	29539	126811	93343240	0
sak	CP020779.1	3300001	3350000	0.0020245154118522	21886	140015	69159760	0
sak	CP020779.1	3350001	3400000	0.0014995329542341	27035	128106	85430600	0
sak	CP020779.1	3400001	3450000	0.0027896506885936	16004	141080	50572640	0
sak	CP020779.1	3450001	3500000	0.0035109467635483	9578	106264	30266480	0
sak	CP020779.1	3500001	3550000	0.0010836017131597	28311	96942	89462760	0
sak	CP020779.1	3550001	3600000	0.0018896809493554	27195	162392	85936200	0
sak	CP020779.1	3600001	3650000	0.0021511636088201	26087	177331	82434920	0
sak	CP020779.1	3650001	3700000	0.0016065647799274	22425	113846	70863000	0
sak	CP020779.1	3700001	3750000	0.001430411551428	23482	106141	74203120	0
sak	CP020779.1	3750001	3800000	0.0016656952549056	22174	116715	70069840	0
sak	CP020779.1	3800001	3850000	0.0017813339289726	28392	159819	89718720	0
sak	CP020779.1	3850001	3900000	0.0014213837339716	19401	87141	61307160	0
sak	CP020779.1	3900001	3950000	0.0014481658996341	24559	112387	77606440	0
sak	CP020779.1	3950001	4000000	0.0022940273642223	24899	180496	78680840	0
sak	CP020779.1	4000001	4050000	0.0026969982421229	20076	171098	63440160	0
sak	CP020779.1	4050001	4100000	0.0020212566622251	18240	116502	57638400	0
sak	CP020779.1	4100001	4150000	0.0019558777323937	22279	137697	70401640	0
sak	CP020779.1	4150001	4200000	0.0016008386932305	27161	137398	85828760	0
sak	CP020779.1	4200001	4250000	0.0014903891907595	27799	130923	87844840	0
sak	CP020779.1	4250001	4300000	0.0019208652919459	16444	99814	51963040	0
sak	CP020779.1	4300001	4350000	0.0014319615853302	17981	81364	56819960	0
sak	CP020779.1	4350001	4400000	0.0014594221147848	21794	100509	68869040	0
sak	CP020779.1	4400001	4450000	0.0017305808429184	23737	129809	75008920	0
sak	CP020779.1	4450001	4500000	0.0013878344669445	26144	114656	82615040	0
sak	CP020779.1	4500001	4550000	0.0014740776799783	25249	117612	79786840	0
sak	CP020779.1	4550001	4600000	0.0017025426336146	23040	123956	72806400	0
sak	CP020779.1	4600001	4650000	0.0020373443869195	22995	148042	72664200	0
sak	CP020779.1	4650001	4700000	0.0014516653702001	22375	102640	70705000	0
sak	CP020779.1	4700001	4750000	0.0020709615929208	20785	136022	65680600	0
sak	CP020779.1	4750001	4800000	0.0022360647380169	22694	160355	71713040	0
sak	CP020779.1	4800001	4850000	0.0016349077751707	24202	125035	76478320	0
sak	CP020779.1	4850001	4900000	0.0025838638505521	23035	188081	72790600	0
sak	CP020779.1	4900001	4950000	0.0030501492405514	25229	243169	79723640	0
sak	CP020779.1	4950001	5000000	0.0019977909463866	25270	159530	79853200	0
sak	CP020779.1	5000001	5050000	0.0019281641056471	30151	183710	95277160	0
sak	CP020779.1	5050001	5100000	0.0013950245241528	24476	107897	77344160	0
sak	CP020779.1	5100001	5150000	0.001169749448144	24612	90976	77773920	0
sak	CP020779.1	5150001	5200000	0.001106908247938	27881	97523	88103960	0
sak	CP020779.1	5200001	5250000	0.0013797013779262	33694	146901	106473040	0
sak	CP020779.1	5250001	5300000	0.0013585858768569	31491	135195	99511560	0
sak	CP020779.1	5300001	5350000	0.0009359747629062	26796	79254	84675360	0
sak	CP020779.1	5350001	5400000	0.0013498578373838	31783	135572	100434280	0
sak	CP020779.1	5400001	5450000	0.0022971099232533	31943	231870	100939880	0
sak	CP020779.1	5450001	5500000	0.0017641529363436	29181	162676	92211960	0
sak	CP020779.1	5500001	5550000	0.0020399613497099	34362	221507	108583920	0
sak	CP020779.1	5550001	5600000	0.0020311984813925	27987	179637	88438920	0
sak	CP020779.1	5600001	5650000	0.0013272947268665	29920	125492	94547200	0
sak	CP020779.1	5650001	5700000	0.0014875190522732	29632	139287	93637120	0
sak	CP020779.1	5700001	5750000	0.0014306008784531	32514	146986	102744240	0
sak	CP020779.1	5750001	5800000	0.00168050022202	30759	163342	97198440	0
sak	CP020779.1	5800001	5850000	0.0011815567399511	28500	106411	90060000	0
sak	CP020779.1	5850001	5900000	0.0017773995602689	24785	139207	78320600	0
sak	CP020779.1	5900001	5950000	0.0015146797087736	25874	123843	81761840	0
sak	CP020779.1	5950001	6000000	0.0017633954186894	17759	98959	56118440	0
sak	CP020779.1	6000001	6050000	0.001113426274989	25099	88309	79312840	0
sak	CP020779.1	6050001	6100000	0.0017193886618091	28135	152865	88906600	0
sak	CP020779.1	6100001	6150000	0.0016556979102522	25202	131857	79638320	0
sak	CP020779.1	6150001	6200000	0.0019604881627519	27175	168353	85873000	0
sak	CP020779.1	6200001	6250000	0.0017003827856272	24785	133175	78320600	0
sak	CP020779.1	6250001	6300000	0.001487201073065	26990	126841	85288400	0
sak	CP020779.1	6300001	6350000	0.0009357174496983	20518	60669	64836880	0
sak	CP020779.1	6350001	6400000	0.0015671667237555	24501	121335	77423160	0
sak	CP020779.1	6400001	6450000	0.0016385586139336	29655	153549	93709800	0
sak	CP020779.1	6450001	6500000	0.0014230794133834	27370	123081	86489200	0
sak	CP020779.1	6500001	6550000	0.001867032891562	27831	164198	87945960	0
sak	CP020779.1	6550001	6600000	0.0017182797763092	26112	141782	82513920	0
sak	CP020779.1	6600001	6650000	0.0012564049629629	26243	104191	82927880	0
sak	CP020779.1	6650001	6700000	0.001823299471859	25825	148794	81607000	0
sak	CP020779.1	6700001	6750000	0.001403834908455	26236	116386	82905760	0
sak	CP020779.1	6750001	6800000	0.0021698185696696	20757	142323	65592120	0
sak	CP020779.1	6800001	6850000	0.0021353878958356	25871	174573	81752360	0
sak	CP020779.1	6850001	6900000	0.0015992843912953	26052	131660	82324320	0
sak	CP020779.1	6900001	6950000	0.0021187745810464	29343	196461	92723880	0
sak	CP020779.1	6950001	7000000	0.0017827187838597	26426	148868	83506160	0
sak	CP020779.1	7000001	7050000	0.0012716295962309	20382	81902	64407120	0
sak	CP020779.1	7050001	7100000	0.0017764295665058	24842	139451	78500720	0
sak	CP020779.1	7100001	7150000	0.0016994366981515	23640	126952	74702400	0
sak	CP020779.1	7150001	7200000	0.0027146061975125	17881	153386	56503960	0
sak	CP020779.1	7200001	7250000	0.0017934864833456	28865	163590	91213400	0
sak	CP020779.1	7250001	7300000	0.0016813238982062	23784	126364	75157440	0
sak	CP020779.1	7300001	7350000	0.0014858483125784	25279	118692	79881640	0
sak	CP020779.1	7350001	7400000	0.0021365436750648	23173	156452	73226680	0
sak	CP020779.1	7400001	7450000	0.0023634210021059	25119	187599	79376040	0
sak	CP020779.1	7450001	7500000	0.0019994193685691	27360	172865	86457600	0
sak	CP020779.1	7500001	7550000	0.0009667420662723	22457	68604	70964120	0
sak	CP020779.1	7550001	7600000	0.0014496843098452	26456	121195	83600960	0
sak	CP020779.1	7600001	7650000	0.0012604255203314	26971	107424	85228360	0
sak	CP020779.1	7650001	7700000	0.0012858522443491	25927	105349	81929320	0
sak	CP020779.1	7700001	7750000	0.002022934647514	29230	186852	92366800	0
sak	CP020779.1	7750001	7800000	0.0011844551819718	28259	105770	89298440	0
sak	CP020779.1	7800001	7850000	0.0019608458440369	23396	144968	73931360	0
sak	CP020779.1	7850001	7900000	0.0034456191466293	28370	308897	89649200	0
sak	CP020779.1	7900001	7950000	0.0039571514147785	28379	354868	89677640	0
sak	CP020779.1	7950001	8000000	0.0015491987954309	28642	140216	90508720	0
sak	CP020779.1	8000001	8050000	0.0018551037664583	14042	82316	44372720	0
sak	CP020779.1	8050001	8100000	0.0015839235936571	27700	138644	87532000	0
sak	CP020779.1	8100001	8150000	0.001214235907066	31169	119595	98494040	0
sak	CP020779.1	8150001	8200000	0.0012720096019401	26598	106912	84049680	0
sak	CP020779.1	8200001	8250000	0.0011739362748465	32432	120311	102485120	0
sak	CP020779.1	8250001	8300000	0.0012128241646913	27401	105015	86587160	0
sak	CP020779.1	8300001	8350000	0.0016348655036769	29830	154107	94262800	0
sak	CP020779.1	8350001	8400000	0.0021455679109522	29622	200837	93605520	0
sak	CP020779.1	8400001	8450000	0.0015579209132784	27920	137451	88227200	0
sak	CP020779.1	8450001	8500000	0.0019362744965459	23401	143182	73947160	0
sak	CP020779.1	8500001	8550000	0.0020643668675675	21475	140090	67861000	0
sak	CP020779.1	8550001	8600000	0.0019475200311083	24740	152254	78178400	0
sak	CP020779.1	8600001	8650000	0.0010076175322517	32156	102387	101612960	0
sak	CP020779.1	8650001	8700000	0.0008583577926736	28951	78527	91485160	0
sak	CP020779.1	8700001	8750000	0.0012326928820616	24539	95587	77543240	0
sak	CP020779.1	8750001	8800000	0.0014396020898396	29333	133440	92692280	0
sak	CP020779.1	8800001	8850000	0.0013412960551255	32357	137145	102248120	0
sak	CP020779.1	8850001	8900000	0.0018338087858284	28465	164950	89949400	0
sak	CP020779.1	8900001	8950000	0.0015547219136302	27745	136309	87674200	0
sak	CP020779.1	8950001	9000000	0.0019888753906154	29623	186176	93608680	0
sak	CP020779.1	9000001	9050000	0.0016064011526191	30750	156094	97170000	0
sak	CP020779.1	9050001	9100000	0.0021608650598337	26068	178001	82374880	0
sak	CP020779.1	9100001	9150000	0.0014463713311514	25534	116704	80687440	0
sak	CP020779.1	9150001	9200000	0.0012448193869871	23429	92161	74035640	0
sak	CP020779.1	9200001	9250000	0.0022183281563828	26016	182370	82210560	0
sak	CP020779.1	9250001	9300000	0.0009805890149888	21812	67588	68925920	0
sak	CP020779.1	9300001	9350000	0.0009091593402588	29176	83821	92196160	0
sak	CP020779.1	9350001	9400000	0.0017793645061274	24851	139732	78529160	0
sak	CP020779.1	9400001	9450000	0.0020565709478027	29940	194573	94610400	0
sak	CP020779.1	9450001	9500000	0.0009543094975682	29069	87661	91858040	0
sak	CP020779.1	9500001	9550000	0.0009698702990909	31903	97776	100813480	0
sak	CP020779.1	9550001	9600000	0.0007393322567714	28862	67430	91203920	0
sak	CP020779.1	9600001	9650000	0.0016728546134825	25959	137225	82030440	0
sak	CP020779.1	9650001	9700000	0.0011511591971905	30433	110705	96168280	0
sak	CP020779.1	9700001	9750000	0.001061719715556	28862	96833	91203920	0
sak	CP020779.1	9750001	9800000	0.0017466846910077	25610	141355	80927600	0
sak	CP020779.1	9800001	9850000	0.0021301034476686	13657	91927	43156120	0
sak	CP020779.1	9850001	9900000	0.0010582662266521	28365	94856	89633400	0
sak	CP020779.1	9900001	9950000	0.0012236193789844	20388	78833	64426080	0
sak	CP020779.1	9950001	10000000	0.0016284332121913	21344	109833	67447040	0
sak	CP020779.1	10000001	10050000	0.0013908058063979	26001	114273	82163160	0
sak	CP020779.1	10050001	10100000	0.001203717456089	21136	80396	66789760	0
sak	CP020779.1	10100001	10150000	0.0012766066160552	23535	94942	74370600	0
sak	CP020779.1	10150001	10200000	0.0013861650918167	32021	140261	101186360	0
sak	CP020779.1	10200001	10250000	0.001239447504014	26552	103995	83904320	0
sak	CP020779.1	10250001	10300000	0.0011358470403792	29543	106038	93355880	0
sak	CP020779.1	10300001	10350000	0.0011203966632694	25449	90101	80418840	0
sak	CP020779.1	10350001	10400000	0.0012549306330637	26584	105421	84005440	0
sak	CP020779.1	10400001	10450000	0.0016785330601949	26558	140868	83923280	0
sak	CP020779.1	10450001	10500000	0.0013687671951027	23083	99841	72942280	0
sak	CP020779.1	10500001	10550000	0.0014899643474665	24459	115160	77290440	0
sak	CP020779.1	10550001	10600000	0.0015252328723868	27260	131386	86141600	0
sak	CP020779.1	10600001	10650000	0.0016913852410225	24030	128435	75934800	0
sak	CP020779.1	10650001	10700000	0.0019521830242609	26288	162168	83070080	0
sak	CP020779.1	10700001	10750000	0.0023932791135961	21231	160565	67089960	0
sak	CP020779.1	10750001	10800000	0.0018498084173041	23809	139173	75236440	0
sak	CP020779.1	10800001	10850000	0.0020224658268528	21159	135227	66862440	0
sak	CP020779.1	10850001	10900000	0.0016228573747365	21212	108780	67029920	0
sak	CP020779.1	10900001	10950000	0.0021635072295702	26372	180297	83335520	0
sak	CP020779.1	10950001	11000000	0.0020895075355968	22505	148597	71115800	0
sak	CP020779.1	11000001	11050000	0.0024064870789541	27694	210599	87513040	0
sak	CP020779.1	11050001	11100000	0.0047597914723955	15217	228878	48085720	0
sak	CP020779.1	11100001	11150000	0.0034071546392554	19538	210358	61740080	0
sak	CP020779.1	11150001	11200000	0.0017434174670195	26361	145228	83300760	0
sak	CP020779.1	11200001	11250000	0.0015062749063224	16813	80027	53129080	0
sak	CP020779.1	11250001	11300000	0.0022391974123368	27523	194749	86972680	0
sak	CP020779.1	11300001	11350000	0.0020144228015526	28730	182883	90786800	0
sak	CP020779.1	11350001	11400000	0.0020523915888032	28596	185461	90363360	0
sak	CP020779.1	11400001	11450000	0.0016614039091964	27508	144418	86925280	0
sak	CP020779.1	11450001	11500000	0.0013078008169291	28805	119041	91023800	0
sak	CP020779.1	11500001	11550000	0.0012663407336094	28716	114911	90742560	0
sak	CP020779.1	11550001	11600000	0.0009846265106792	29878	92963	94414480	0
sak	CP020779.1	11600001	11650000	0.0008332531164268	29982	78945	94743120	0
sak	CP020779.1	11650001	11700000	0.001612881024809	26669	135924	84274040	0
sak	CP020779.1	11700001	11750000	0.0014121843168504	30722	137097	97081520	0
sak	CP020779.1	11750001	11800000	0.0009665614740427	28840	88087	91134400	0
sak	CP020779.1	11800001	11850000	0.0015267309521541	27773	133990	87762680	0
sak	CP020779.1	11850001	11900000	0.0012023887566324	29234	111076	92379440	0
sak	CP020779.1	11900001	11950000	0.0016591881000332	31835	166912	100598600	0
sak	CP020779.1	11950001	12000000	0.0016649307845268	29849	157041	94322840	0
sak	CP020779.1	12000001	12050000	0.0015214490100799	28436	136714	89857760	0
sak	CP020779.1	12050001	12100000	0.0013235560568926	31578	132073	99786480	0
sak	CP020779.1	12100001	12150000	0.0035702646986668	27656	312016	87392960	0
sak	CP020779.1	12150001	12200000	0.0021101551511954	28800	192041	91008000	0
sak	CP020779.1	12200001	12250000	0.0009539497555141	30177	90968	95359320	0
sak	CP020779.1	12250001	12300000	0.0011063475434952	29809	104214	94196440	0
sak	CP020779.1	12300001	12350000	0.0013038080936156	25018	103075	79056880	0
sak	CP020779.1	12350001	12400000	0.0013064437176311	29557	122022	93400120	0
sak	CP020779.1	12400001	12450000	0.0016193802553019	30322	155165	95817520	0
sak	CP020779.1	12450001	12500000	0.001959557205462	26259	162601	82978440	0
sak	CP020779.1	12500001	12550000	0.001665617022504	26330	138584	83202800	0
sak	CP020779.1	12550001	12600000	0.0009475808745395	27815	83288	87895400	0
sak	CP020779.1	12600001	12650000	0.0015685614549615	25931	128531	81941960	0
sak	CP020779.1	12650001	12700000	0.0017107469044374	28254	152740	89282640	0
sak	CP020779.1	12700001	12750000	0.0018851973666973	21741	129516	68701560	0
sak	CP020779.1	12750001	12800000	0.003134749622796	28474	282058	89977840	0
sak	CP020779.1	12800001	12850000	0.0020954102425956	26972	178595	85231520	0
sak	CP020779.1	12850001	12900000	0.0019080277291092	29318	176769	92644880	0
sak	CP020779.1	12900001	12950000	0.0011251062749371	28318	100680	89484880	0
sak	CP020779.1	12950001	13000000	0.0015828110700256	29115	145624	92003400	0
sak	CP020779.1	13000001	13050000	0.0011771805696429	30713	114249	97053080	0
sak	CP020779.1	13050001	13100000	0.001088366976892	26514	91188	83784240	0
sak	CP020779.1	13100001	13150000	0.0015153792625858	22611	108275	71450760	0
sak	CP020779.1	13150001	13200000	0.001479400077994	30025	140364	94879000	0
sak	CP020779.1	13200001	13250000	0.0015963880352602	31198	157381	98585680	0
sak	CP020779.1	13250001	13300000	0.0012511335759251	28782	113792	90951120	0
sak	CP020779.1	13300001	13350000	0.0020459359178016	19746	127661	62397360	0
sak	CP020779.1	13350001	13400000	0.0011012912494226	32857	114345	103828120	0
sak	CP020779.1	13400001	13450000	0.0016822711312268	26695	141910	84356200	0
sak	CP020779.1	13450001	13500000	0.0013404279901259	35936	152216	113557760	0
sak	CP020779.1	13500001	13550000	0.0019298950841138	33757	205866	106672120	0
sak	CP020779.1	13550001	13600000	0.0014293418263337	29904	135068	94496640	0
sak	CP020779.1	13600001	13650000	0.0014537980435541	33010	151648	104311600	0
sak	CP020779.1	13650001	13700000	0.0011452374673206	21551	77992	68101160	0
sak	CP020779.1	13700001	13750000	0.0016875986765142	27484	146567	86849440	0
sak	CP020779.1	13750001	13800000	0.0017328396392926	32072	175619	101347520	0
sak	CP020779.1	13800001	13850000	0.0021080115418082	24672	164348	77963520	0
sak	CP020779.1	13850001	13900000	0.001766204052	32221	179832	101818360	0
sak	CP020779.1	13900001	13950000	0.0020284719616632	30768	197222	97226880	0
sak	CP020779.1	13950001	14000000	0.0017854761095125	27807	156890	87870120	0
sak	CP020779.1	14000001	14050000	0.001457592747578	30068	138493	95014880	0
sak	CP020779.1	14050001	14100000	0.0014387650251822	28765	130780	90897400	0
sak	CP020779.1	14100001	14150000	0.0031301713507891	24011	237501	75874760	0
sak	CP020779.1	14150001	14200000	0.0025103102898214	29932	237438	94585120	0
sak	CP020779.1	14200001	14250000	0.0021697224251772	28049	192313	88634840	0
sak	CP020779.1	14250001	14300000	0.0011876420814731	28654	107537	90546640	0
sak	CP020779.1	14300001	14350000	0.0013151176652307	33395	138782	105528200	0
sak	CP020779.1	14350001	14400000	0.0027945721855357	27697	244588	87522520	0
sak	CP020779.1	14400001	14450000	0.0015812536615943	29644	148124	93675040	0
sak	CP020779.1	14450001	14500000	0.0022391309375645	35028	247846	110688480	0
sak	CP020779.1	14500001	14550000	0.0012137815935284	27972	107288	88391520	0
sak	CP020779.1	14550001	14600000	0.0012598321187629	31959	127231	100990440	0
sak	CP020779.1	14600001	14650000	0.0015542601909104	25571	125591	80804360	0
sak	CP020779.1	14650001	14700000	0.0015593517127566	28641	141130	90505560	0
sak	CP020779.1	14700001	14750000	0.0014664939453315	27766	128671	87740560	0
sak	CP020779.1	14750001	14800000	0.0014544869648802	24652	113305	77900320	0
sak	CP020779.1	14800001	14850000	0.0018242615765276	31432	181195	99325120	0
sak	CP020779.1	14850001	14900000	0.0017928903551236	31770	179994	100393200	0
sak	CP020779.1	14900001	14950000	0.0021019005551306	26763	177760	84571080	0
sak	CP020779.1	14950001	15000000	0.0035844693281402	22932	259749	72465120	0
sak	CP020779.1	15000001	15050000	0.0015601864045301	31528	155439	99628480	0
sak	CP020779.1	15050001	15100000	0.0018711615372277	28647	169386	90524520	0
sak	CP020779.1	15100001	15150000	0.0017560684619465	28774	159672	90925840	0
sak	CP020779.1	15150001	15200000	0.0021081462261026	29241	194796	92401560	0
sak	CP020779.1	15200001	15250000	0.0024166783262826	18456	140943	58320960	0
sak	CP020779.1	15250001	15300000	0.0025947279318763	23949	196366	75678840	0
sak	CP020779.1	15300001	15350000	0.0063030179610354	9386	186946	29659760	0
sak	CP020779.1	15350001	15400000	0.0022686390214814	8958	64219	28307280	0
sak	CP020779.1	15400001	15450000	0.0057325574979901	3212	58185	10149920	0
sak	CP020779.1	15450001	15500000	0.0098323542864778	4926	153052	15566160	0
sak	CP020779.1	15500001	15550000	0.0044920670170503	1026	14564	3242160	0
sak	CP020779.1	15550001	15600000	0.0094513117286016	14187	423711	44830920	0
sak	CP020779.1	15600001	15650000	0.005193362813312	30200	495613	95432000	0
sak	CP020779.1	15650001	15700000	0.004010739144943	25909	328369	81872440	0
sak	CP020779.1	15700001	15750000	0.0066343277105996	27277	571848	86195320	0
sak	CP020779.1	15750001	15800000	0.0054142632406921	28605	489405	90391800	0
sak	CP020779.1	15800001	15850000	0.0063363715977202	20973	419941	66274680	0
sak	CP020779.1	15850001	15900000	0.0020759717633595	17521	114939	55366360	0
sak	CP020779.1	15900001	15950000	0.0027448955727524	24248	210324	76623680	0
sak	CP020779.1	15950001	16000000	0.0025522028621615	28494	229803	90041040	0
sak	CP020779.1	16000001	16050000	0.0017190932090712	30370	164980	95969200	0
sak	CP020779.1	16050001	16100000	0.0016208035222894	24725	126635	78131000	0
sak	CP020779.1	16100001	16150000	0.0020391450283592	26953	173677	85171480	0
sak	CP020779.1	16150001	16200000	0.0016325559879857	29526	152321	93302160	0
sak	CP020779.1	16200001	16250000	0.0021963343103022	27088	188002	85598080	0
sak	CP020779.1	16250001	16300000	0.0011362956188214	21148	75936	66827680	0
sak	CP020779.1	16300001	16350000	0.0016833533093252	22865	121628	72253400	0
sak	CP020779.1	16350001	16400000	0.0021227806162966	28372	190319	89655520	0
sak	CP020779.1	16400001	16450000	0.0024767627158608	28882	226047	91267120	0
sak	CP020779.1	16450001	16500000	0.0037048913720453	23576	276015	74500160	0
sak	CP020779.1	16500001	16550000	0.0034351921276898	5166	56078	16324560	0
sak	CP020779.1	16550001	16600000	0.0032231366394181	12614	128475	39860240	0
sak	CP020779.1	16600001	16650000	0.0022675451447766	32271	231236	101976360	0
sak	CP020779.1	16650001	16700000	0.0013767359757748	31502	137049	99546320	0
sak	CP020779.1	16700001	16750000	0.0034811743309485	25446	279919	80409360	0
sak	CP020779.1	16750001	16800000	0.0013356889197275	29061	122660	91832760	0
sak	CP020779.1	16800001	16850000	0.0020062616465322	30113	190910	95157080	0
sak	CP020779.1	16850001	16900000	0.0022054668138446	30171	210270	95340360	0
sak	CP020779.1	16900001	16950000	0.0030816059733762	25175	245151	79553000	0
sak	CP020779.1	16950001	17000000	0.0036027407270427	16976	193266	53644160	0
sak	CP020779.1	17000001	17050000	0.0016747385234772	29171	154378	92180360	0
sak	CP020779.1	17050001	17100000	0.0022748100354721	33344	239690	105367040	0
sak	CP020779.1	17100001	17150000	0.0032076120947954	33641	340987	106305560	0
sak	CP020779.1	17150001	17200000	0.0018731029855626	26866	159020	84896560	0
sak	CP020779.1	17200001	17250000	0.0017538603292272	30155	167125	95289800	0
sak	CP020779.1	17250001	17300000	0.0011761635569754	31127	115689	98361320	0
sak	CP020779.1	17300001	17350000	0.0016671169818216	28953	152527	91491480	0
sak	CP020779.1	17350001	17400000	0.0015971856745847	19891	100392	62855560	0
sak	CP020779.1	17400001	17450000	0.0014965334562893	26355	124634	83281800	0
sak	CP020779.1	17450001	17500000	0.0019321224519045	33031	201671	104377960	0
sak	CP020779.1	17500001	17550000	0.001380338207162	26435	115306	83534600	0
sak	CP020779.1	17550001	17600000	0.0014077992786318	27690	123183	87500400	0
sak	CP020779.1	17600001	17650000	0.0010723299293188	30986	104998	97915760	0
sak	CP020779.1	17650001	17700000	0.0014203864297142	32257	144783	101932120	0
sak	CP020779.1	17700001	17750000	0.0017506604257186	30916	171030	97694560	0
sak	CP020779.1	17750001	17800000	0.0012705708072587	26660	107040	84245600	0
sak	CP020779.1	17800001	17850000	0.0015746450746257	28232	140479	89213120	0
sak	CP020779.1	17850001	17900000	0.00075499661059	14285	34081	45140600	0
