"chrom_HNI","gene_start_HNI","gene_end_HNI","ensemblGeneID_HNI","gene_symbol_hni","description_HNI","ensemblGeneID_HdrR","gene_start_HdrR","gene_end_HdrR","gene_symbol_HdrR","description_HdrR","popStat_phenotype_annotation"
1,10177395,10190524,"ENSORLG00020008844",NA,"description:solute carrier family 34 member 2a [Source:ZFIN;Acc:ZDB-GENE-000524-1]","ENSORLG00000004331","11092567","11105702","slc34a2a","gene_symbol:slc34a2a description:sodium-dependent phosphate transport protein 2B [Source:NCBI gene;Acc:101164457]","iHSoutlier_CP020779.1_10188236"
1,10172466,10174095,"ENSORLG00020008863",NA,NA,NA,NA,NA,NA,NA,"iHSoutlier_CP020779.1_10188236"
1,10164312,10168341,"ENSORLG00020008895",NA,NA,NA,NA,NA,NA,NA,"iHSoutlier_CP020779.1_10188236"
1,10302796,10304569,"ENSORLG00020008554",NA,NA,NA,NA,NA,NA,NA,"iHSoutlier_CP020779.1_10280254"
1,10294040,10302472,"ENSORLG00020008609",NA,"description:structural maintenance of chromosomes 2 [Source:ZFIN;Acc:ZDB-GENE-030131-105]","ENSORLG00000004556","11206377","11214835","smc2","gene_symbol:smc2 description:structural maintenance of chromosomes 2 [Source:NCBI gene;Acc:101160532]","iHSoutlier_CP020779.1_10280254"
1,10286925,10292012,"ENSORLG00020008625",NA,"description:exocyst complex component 1-like [Source:NCBI gene;Acc:101160290]","ENSORLG00000027626","11199361","11205959","si","gene_symbol:si:dkey-245p14.4 description:exocyst complex component 1-like [Source:NCBI gene;Acc:101160290]","iHSoutlier_CP020779.1_10280254"
1,10261174,10281272,"ENSORLG00020008651",NA,"description:clock circadian regulator b [Source:ZFIN;Acc:ZDB-GENE-030408-2]","ENSORLG00000004495","11176054","11192660","clockb","gene_symbol:clockb description:circadian locomoter output cycles protein kaput [Source:NCBI gene;Acc:101165450]","iHSoutlier_CP020779.1_10280254"
1,10256196,10265954,"ENSORLG00020008680",NA,"description:KIT proto-oncogene; receptor tyrosine kinase b [Source:ZFIN;Acc:ZDB-GENE-050916-2]","ENSORLG00000004401","11152735","11179165","kitb","gene_symbol:kitb description:mast/stem cell growth factor receptor kita [Source:NCBI gene;Acc:101164953]","iHSoutlier_CP020779.1_10280254"
1,12114757,12130978,"ENSORLG00020005870",NA,NA,NA,NA,NA,NA,NA,"iHSoutlier_CP020779.1_12108532"
1,12112964,12118684,"ENSORLG00020005909","UBE2K","gene_symbol:UBE2K description:ubiquitin conjugating enzyme E2 K [Source:NCBI gene;Acc:101166933]","ENSORLG00000005661","13059219","13061559","UBE2K","gene_symbol:UBE2K description:ubiquitin conjugating enzyme E2 K [Source:NCBI gene;Acc:101166933]","iHSoutlier_CP020779.1_12108532"
1,12105280,12110632,"ENSORLG00020005927",NA,"description:small integral membrane protein 14 [Source:ZFIN;Acc:ZDB-GENE-040426-22]","ENSORLG00000022544","13052402","13056888","smim14","gene_symbol:smim14 description:small integral membrane protein 14 [Source:NCBI gene;Acc:101166686]","iHSoutlier_CP020779.1_12108532"
1,12099717,12105025,"ENSORLG00020005941",NA,"","ENSORLG00000024872","13045947","13051456",NA,"description:microtubule associated protein 9 [Source:NCBI gene;Acc:101166442]","iHSoutlier_CP020779.1_12108532"
1,12092196,12099187,"ENSORLG00020005968",NA,NA,NA,NA,NA,NA,NA,"iHSoutlier_CP020779.1_12108532"
1,12084930,12089379,"ENSORLG00020005987",NA,"description:lipoic acid synthetase [Source:NCBI gene;Acc:393528]","ENSORLG00000005609","13031357","13036229","lias","gene_symbol:lias description:lipoic acid synthetase [Source:NCBI gene;Acc:101165533]","iHSoutlier_CP020779.1_12108532"
1,12084649,12086366,"ENSORLG00020006036","rpl9","gene_symbol:rpl9 description:ribosomal protein L9 [Source:NCBI gene;Acc:111947653]","ENSORLG00000005590","13026754","13032315","rpl9","gene_symbol:rpl9 description:ribosomal protein L9 [Source:NCBI gene;Acc:111947653]","iHSoutlier_CP020779.1_12108532"
1,13595405,13596983,"ENSORLG00020021715","lrrtm1","gene_symbol:lrrtm1 description:leucine rich repeat transmembrane neuronal 1 [Source:NCBI gene;Acc:101174802]","ENSORLG00000024732","14530377","14531954","lrrtm1","gene_symbol:lrrtm1 description:leucine rich repeat transmembrane neuronal 1 [Source:NCBI gene;Acc:101174802]","iHSoutlier_CP020779.1_13577243"
1,13701108,13730025,"ENSORLG00020021739","ctnna2","gene_symbol:ctnna2 description:catenin alpha 2 [Source:NCBI gene;Acc:101157513]","ENSORLG00000026159","14371035","14655851",NA,"description:catenin alpha 2 [Source:NCBI gene;Acc:101157513]","iHSoutlier_CP020779.1_13714780"
1,14936252,14936938,"ENSORLG00020000619",NA,NA,NA,NA,NA,NA,NA,"iHSoutlier_CP020779.1_14915200"
1,14929772,14932391,"ENSORLG00020020895",NA,NA,NA,NA,NA,NA,NA,"iHSoutlier_CP020779.1_14915200"
1,14910197,14929752,"ENSORLG00020020929",NA,NA,NA,NA,NA,NA,NA,"iHSoutlier_CP020779.1_14915200"
1,15000944,15009627,"ENSORLG00020020812",NA,NA,NA,NA,NA,NA,NA,"iHSoutlier_CP020779.1_14984627"
1,15071100,15081509,"ENSORLG00020020644",NA,"description:aminoacyl tRNA synthetase complex interacting multifunctional protein 1a [Source:ZFIN;Acc:ZDB-GENE-060825-144]","ENSORLG00000006773","15996719","16005986","aimp1a","gene_symbol:aimp1a description:aminoacyl tRNA synthetase complex interacting multifunctional protein 1 [Source:NCBI gene;Acc:101166192]","iHSoutlier_CP020779.1_15078135"
1,15054020,15070338,"ENSORLG00020020701",NA,"description:TBC1 domain containing kinase [Source:ZFIN;Acc:ZDB-GENE-070112-1062]","ENSORLG00000006742","15952503","15995989","tbck","gene_symbol:tbck description:TBC1 domain containing kinase [Source:NCBI gene;Acc:101171975]","iHSoutlier_CP020779.1_15078135"
1,15756400,15772977,"ENSORLG00020019855",NA,NA,NA,NA,NA,NA,NA,"iHSoutlier_CP020779.1_15748287"
1,15753321,15767759,"ENSORLG00020019917",NA,NA,NA,NA,NA,NA,NA,"iHSoutlier_CP020779.1_15748287"
1,15735519,15753440,"ENSORLG00020019971","gucy1b1","gene_symbol:gucy1b1 description:guanylate cyclase 1 soluble subunit beta 1 [Source:NCBI gene;Acc:100049178]","ENSORLG00000019522","16703766","16717976","gucy1b1","gene_symbol:gucy1b1 description:fatty acid binding protein 2 [Source:NCBI gene;Acc:101170642]","iHSoutlier_CP020779.1_15748287"
1,15728053,15732609,"ENSORLG00020019989",NA,"description:fatty acid binding protein 2; intestinal [Source:ZFIN;Acc:ZDB-GENE-991019-5]","ENSORLG00000019522","16694106","16698929","gucy1b1","gene_symbol:gucy1b1 description:fatty acid binding protein 2 [Source:NCBI gene;Acc:101170642]","iHSoutlier_CP020779.1_15748287"
1,15724912,15728116,"ENSORLG00020020021",NA,"description:ubiquitin specific peptidase 53b [Source:ZFIN;Acc:ZDB-GENE-090312-168]","ENSORLG00000028332","16677910","16710397","usp53b","gene_symbol:usp53b description:inactive ubiquitin carboxyl-terminal hydrolase 53 [Source:NCBI gene;Acc:101172628]","iHSoutlier_CP020779.1_15748287"
1,16006403,16018087,"ENSORLG00020019104",NA,NA,NA,NA,NA,NA,NA,"iHSoutlier_CP020779.1_15993458"
1,16001969,16005715,"ENSORLG00020019123",NA,"description:tRNA methyltransferase O [Source:ZFIN;Acc:ZDB-GENE-051023-15]","ENSORLG00000007098","16910332","16917962","trmo","gene_symbol:trmo description:tRNA methyltransferase O [Source:NCBI gene;Acc:101154757]","iHSoutlier_CP020779.1_15993458"
1,15983142,15991232,"ENSORLG00020019136",NA,"description:acidic (leucine-rich) nuclear phosphoprotein 32 family; member B [Source:ZFIN;Acc:ZDB-GENE-030131-719]","ENSORLG00000007077","16895040","16903851","anp32b","gene_symbol:anp32b description:acidic nuclear phosphoprotein 32 family member B [Source:NCBI gene;Acc:101175218]","iHSoutlier_CP020779.1_15993458"
1,15969674,15982873,"ENSORLG00020019232",NA,NA,NA,NA,NA,NA,NA,"iHSoutlier_CP020779.1_15993458"
1,16019338,16020424,"ENSORLG00020019026","foxe1","gene_symbol:foxe1 description:Oryzias latipes forkhead box E1 (foxe1); mRNA. [Source:RefSeq mRNA;Acc:NM_001160456]","ENSORLG00000007101","16931590","16932675","foxe1","gene_symbol:foxe1 description:forkhead box E1 [Source:NCBI gene;Acc:100301610]","iHSoutlier_CP020779.1_16006860"
1,16145381,16149998,"ENSORLG00020018682",NA,NA,NA,NA,NA,NA,NA,"iHSoutlier_CP020779.1_16154324"
1,16130049,16176771,"ENSORLG00020018825",NA,NA,NA,NA,NA,NA,NA,"iHSoutlier_CP020779.1_16154324"
1,16364632,16373069,"ENSORLG00020018654",NA,NA,NA,NA,NA,NA,NA,"iHSoutlier_CP020779.1_16364290"
1,16619563,16669163,"ENSORLG00020018486",NA,NA,NA,NA,NA,NA,NA,"iHSoutlier_CP020779.1_16644163"
1,16748847,16756036,"ENSORLG00020018177",NA,"description:ring finger protein 150a [Source:ZFIN;Acc:ZDB-GENE-060213-1]","ENSORLG00000027414","17792003","17803375","rnf150a","gene_symbol:rnf150a description:RING finger protein 150 [Source:NCBI gene;Acc:101170247]","iHSoutlier_CP020779.1_16733449"
1,16719633,16742349,"ENSORLG00020018223",NA,NA,NA,NA,NA,NA,NA,"iHSoutlier_CP020779.1_16733449"
1,16714680,16717087,"ENSORLG00020018261",NA,NA,NA,NA,NA,NA,NA,"iHSoutlier_CP020779.1_16733449"
1,16709813,16717087,"ENSORLG00020018285",NA,"description:ELMO/CED-12 domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-060824-2]","ENSORLG00000007321","17751240","17761689","elmod2","gene_symbol:elmod2 description:ELMO domain containing 2 [Source:NCBI gene;Acc:101172878]","iHSoutlier_CP020779.1_16733449"
1,16760898,16772589,"ENSORLG00020018141",NA,"description:zinc finger protein 330 [Source:ZFIN;Acc:ZDB-GENE-040426-2697]","ENSORLG00000020063","17802845","17815067","znf330","gene_symbol:znf330 description:zinc finger protein 330 [Source:NCBI gene;Acc:101167423]","iHSoutlier_CP020779.1_16748876"
1,17069922,17100084,"ENSORLG00020000488",NA,NA,NA,NA,NA,NA,NA,"iHSoutlier_CP020779.1_17090975"
1,17127431,17127569,"ENSORLG00020001065",NA,NA,NA,NA,NA,NA,NA,"iHSoutlier_CP020779.1_17102569"
1,17133508,17133602,"ENSORLG00020017693",NA,NA,NA,NA,NA,NA,NA,"iHSoutlier_CP020779.1_17108602"
1,17136076,17136404,"ENSORLG00020017679",NA,"description:SWI/SNF related; matrix associated; actin dependent regulator of chromatin; subfamily a; member 5 [Source:ZFIN;Acc:ZDB-GENE-021125-1]","ENSORLG00000021998","18167597","18179843","smarca5","gene_symbol:smarca5 description:SWI/SNF related; matrix associated; actin dependent regulator of chromatin; subfamily a; member 5 [Source:NCBI gene;Acc:101161213]","iHSoutlier_CP020779.1_17111755"
1,17145689,17172362,"ENSORLG00020017604",NA,"description:FRAS1 related extracellular matrix 3 [Source:NCBI gene;Acc:101160957]","ENSORLG00000023758","18176123","18177129",NA,"","iHSoutlier_CP020779.1_17170689"
1,17326012,17332350,"ENSORLG00020017484","smad1",NA,NA,NA,NA,NA,NA,"iHSoutlier_CP020779.1_17310538"
1,17285669,17288028,"ENSORLG00020017565",NA,"description:hedgehog interacting protein [Source:ZFIN;Acc:ZDB-GENE-030131-4827]","ENSORLG00000007341","18282344","18317213","hhip","gene_symbol:hhip description:hedgehog interacting protein [Source:NCBI gene;Acc:101155746]","iHSoutlier_CP020779.1_17310538"
1,18046352,18047432,"ENSORLG00020016587","mab21l2","gene_symbol:mab21l2 description:mab-21 like 2 [Source:NCBI gene;Acc:101157187]","ENSORLG00000007652","19047088","19048167","mab21l2","gene_symbol:mab21l2 description:mab-21 like 2 [Source:NCBI gene;Acc:101157187]","iHSoutlier_CP020779.1_18054726"
1,18031192,18067192,"ENSORLG00020016955",NA,NA,NA,NA,NA,NA,NA,"iHSoutlier_CP020779.1_18054726"
1,18385954,18392184,"ENSORLG00020016228",NA,"","ENSORLG00000028643","19409100","19415292",NA,"","iHSoutlier_CP020779.1_18410673"
1,18386454,18434800,"ENSORLG00020016283",NA,NA,NA,NA,NA,NA,NA,"iHSoutlier_CP020779.1_18410673"
1,20091088,20091406,"ENSORLG00020013206",NA,"description:synaptogyrin-3 [Source:NCBI gene;Acc:101164956]","ENSORLG00000008586","21060386","21066773","SYNGR3","gene_symbol:SYNGR3 description:synaptogyrin-3 [Source:NCBI gene;Acc:101164956]","iHSoutlier_CP020779.1_20067643"
1,20086395,20091052,"ENSORLG00020013220",NA,"description:zgc:136472 [Source:ZFIN;Acc:ZDB-GENE-060421-2552]","ENSORLG00000008581","21054500","21059000","zgc","gene_symbol:zgc:136472 description:protein disulfide-isomerase [Source:NCBI gene;Acc:101160464]","iHSoutlier_CP020779.1_20067643"
1,20079650,20083536,"ENSORLG00020013233",NA,"","ENSORLG00000008570","21047429","21048635",NA,"description:cell death-inducing p53-target protein 1 homolog [Source:NCBI gene;Acc:105354377]","iHSoutlier_CP020779.1_20067643"
1,20069514,20077272,"ENSORLG00020013254",NA,"description:protein disulfide-isomerase [Source:NCBI gene;Acc:101164281]","ENSORLG00000008560","21032283","21045476","pdia2","gene_symbol:pdia2 description:protein disulfide-isomerase [Source:NCBI gene;Acc:101164281]","iHSoutlier_CP020779.1_20067643"
1,20044275,20062897,"ENSORLG00020013299",NA,"description:transmembrane 131 like [Source:ZFIN;Acc:ZDB-GENE-030131-6110]","ENSORLG00000008480","21002320","21029419","tmem131l","gene_symbol:tmem131l description:transmembrane 131 like [Source:NCBI gene;Acc:101160218]","iHSoutlier_CP020779.1_20067643"
1,20212232,20244495,"ENSORLG00020013091",NA,NA,NA,NA,NA,NA,NA,"iHSoutlier_CP020779.1_20237232"
1,20292225,20293002,"ENSORLG00020013009",NA,"description:caskin-1 [Source:NCBI gene;Acc:101161704]","ENSORLG00000008740","21252940","21302050","si","gene_symbol:si:dkeyp-9d4.3 description:caskin-1 [Source:NCBI gene;Acc:101161704]","iHSoutlier_CP020779.1_20273876"
1,20279300,20285949,"ENSORLG00020013024",NA,"description:suppressor of cytokine signaling 1b [Source:ZFIN;Acc:ZDB-GENE-090313-141]","ENSORLG00000028156","21244666","21253033","socs1b","gene_symbol:socs1b description:suppressor of cytokine signaling 1 [Source:NCBI gene;Acc:101165453]","iHSoutlier_CP020779.1_20273876"
1,21268688,21269169,"ENSORLG00020011540",NA,NA,NA,NA,NA,NA,NA,"iHSoutlier_CP020779.1_21268184"
1,21515846,21528483,"ENSORLG00020011080",NA,NA,NA,NA,NA,NA,NA,"iHSoutlier_CP020779.1_21503728"
1,21511734,21514250,"ENSORLG00020011123",NA,NA,NA,NA,NA,NA,NA,"iHSoutlier_CP020779.1_21503728"
1,21508126,21511940,"ENSORLG00020011145",NA,"description:peptidylprolyl cis/trans isomerase; NIMA-interacting 1 [Source:NCBI gene;Acc:101165866]","ENSORLG00000009334","22492567","22497002","pin1","gene_symbol:pin1 description:peptidylprolyl cis/trans isomerase; NIMA-interacting 1 [Source:NCBI gene;Acc:101165866]","iHSoutlier_CP020779.1_21503728"
1,21496139,21505510,"ENSORLG00020011155",NA,"","ENSORLG00000019573","22478152","22490127",NA,"description:perforin-1-like [Source:NCBI gene;Acc:101163466]","iHSoutlier_CP020779.1_21503728"
1,21478728,21495041,"ENSORLG00020011181",NA,"","ENSORLG00000022786","22462097","22476785",NA,"description:uncharacterized LOC105354428 [Source:NCBI gene;Acc:105354428]","iHSoutlier_CP020779.1_21503728"
1,21547931,21552004,"ENSORLG00020010973",NA,NA,NA,NA,NA,NA,NA,"iHSoutlier_CP020779.1_21528461"
1,21749338,21751020,"ENSORLG00020010658",NA,"description:fascin actin-bundling protein 1b [Source:ZFIN;Acc:ZDB-GENE-120507-1]","ENSORLG00000009620","22730813","22740163","fscn1b","gene_symbol:fscn1b description:fascin [Source:NCBI gene;Acc:101170402]","iHSoutlier_CP020779.1_21726020"
1,21743224,21747554,"ENSORLG00020010703",NA,NA,NA,NA,NA,NA,NA,"iHSoutlier_CP020779.1_21726020"
1,21735544,21743217,"ENSORLG00020010753",NA,NA,NA,NA,NA,NA,NA,"iHSoutlier_CP020779.1_21726020"
1,21727917,21734149,"ENSORLG00020010808",NA,"description:retinol dehydrogenase 8b [Source:ZFIN;Acc:ZDB-GENE-040426-1759]","ENSORLG00000009566","22709370","22714518","rdh8b","gene_symbol:rdh8b description:retinol dehydrogenase 8-like [Source:NCBI gene;Acc:101169911]","iHSoutlier_CP020779.1_21726020"
1,21707607,21719343,"ENSORLG00020010833",NA,"","ENSORLG00000022633","22688315","22700088",NA,"","iHSoutlier_CP020779.1_21726020"
1,22567366,22568562,"ENSORLG00020009639",NA,NA,NA,NA,NA,NA,NA,"iHSoutlier_CP020779.1_22543562"
1,22561575,22564804,"ENSORLG00020009660",NA,"","ENSORLG00000023412","23534866","23543714",NA,"","iHSoutlier_CP020779.1_22543562"
1,22550348,22554886,"ENSORLG00020009700",NA,NA,NA,NA,NA,NA,NA,"iHSoutlier_CP020779.1_22543562"
1,23042026,23042191,"ENSORLG00020009075",NA,NA,NA,NA,NA,NA,NA,"iHSoutlier_CP020779.1_23017751"
1,23024822,23039485,"ENSORLG00020009095",NA,"","ENSORLG00000010329","24020543","24047647",NA,"description:bromodomain-containing protein 4 [Source:NCBI gene;Acc:101159647]","iHSoutlier_CP020779.1_23017751"
1,22992751,23009763,"ENSORLG00020009120",NA,NA,NA,NA,NA,NA,NA,"iHSoutlier_CP020779.1_23017751"
1,23050644,23053785,"ENSORLG00020009058",NA,NA,NA,NA,NA,NA,NA,"iHSoutlier_CP020779.1_23028866"
1,25905888,25912445,"ENSORLG00020006643",NA,"","ENSORLG00000011028","27586273","27595475",NA,"description:ankyrin repeat and SOCS box protein 5 [Source:NCBI gene;Acc:101166936]","iHSoutlier_CP020779.1_25892144"
1,25901709,25902002,"ENSORLG00020006661",NA,"description:signal peptidase complex subunit 3 [Source:ZFIN;Acc:ZDB-GENE-040426-2206]","ENSORLG00000011044","27582330","27606935","spcs3","gene_symbol:spcs3 description:signal peptidase complex subunit 3 [Source:NCBI gene;Acc:101167179]","iHSoutlier_CP020779.1_25892144"
1,25870025,25897087,"ENSORLG00020006735",NA,NA,NA,NA,NA,NA,NA,"iHSoutlier_CP020779.1_25892144"
1,25881782,25882038,"ENSORLG00020006750",NA,"description:D-dopachrome tautomerase [Source:ZFIN;Acc:ZDB-GENE-040625-160]","ENSORLG00000010973","27545029","27562582","ddt","gene_symbol:ddt description:D-dopachrome tautomerase [Source:ZFIN;Acc:ZDB-GENE-040625-160]","iHSoutlier_CP020779.1_25892144"
1,28942303,28981756,"ENSORLG00020021486",NA,NA,NA,NA,NA,NA,NA,"iHSoutlier_CP020779.1_28957422"
1,28938145,28942615,"ENSORLG00020021502",NA,"description:chromosome 17 open reading frame 58 [Source:HGNC Symbol;Acc:HGNC:27568]","ENSORLG00000024190","30878698","30884565","C17orf58","gene_symbol:C17orf58 description:chromosome 1 C17orf58 homolog [Source:NCBI gene;Acc:101159972]","iHSoutlier_CP020779.1_28957422"
1,28933824,28936630,"ENSORLG00020021514",NA,"description:karyopherin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:6395]","ENSORLG00000013777","30867003","30877201",NA,"description:karyopherin subunit alpha 2 [Source:NCBI gene;Acc:101159727]","iHSoutlier_CP020779.1_28957422"
2,1488932,1489106,"ENSORLG00020013359",NA,NA,NA,NA,NA,NA,NA,"iHSoutlier_CP020780.1_1465074"
2,1484457,1489124,"ENSORLG00020013382",NA,"description:transmembrane protein 237b [Source:NCBI gene;Acc:447898]","ENSORLG00000000008","1646720","1651374","tmem237b","gene_symbol:tmem237b description:transmembrane protein 237B [Source:NCBI gene;Acc:101166111]","iHSoutlier_CP020780.1_1465074"
2,1480248,1483303,"ENSORLG00020013393",NA,"description:cytochrome P450; family 20; subfamily A; polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2646]","ENSORLG00000000005","1641330","1646350","cyp20a1","gene_symbol:cyp20a1 description:cytochrome P450 20A1 [Source:NCBI gene;Acc:101165867]","iHSoutlier_CP020780.1_1465074"
2,1478842,1480216,"ENSORLG00020013399",NA,NA,NA,NA,NA,NA,NA,"iHSoutlier_CP020780.1_1465074"
2,1472961,1474398,"ENSORLG00020013419",NA,NA,NA,NA,NA,NA,NA,"iHSoutlier_CP020780.1_1465074"
2,1457310,1472941,"ENSORLG00020013436",NA,NA,NA,NA,NA,NA,NA,"iHSoutlier_CP020780.1_1465074"
2,2205138,2210461,"ENSORLG00020012372",NA,"description:membrane-associated ring finger (C3HC4) 7 [Source:ZFIN;Acc:ZDB-GENE-080204-121]","ENSORLG00000000095","2356015","2361537","7-Mar","gene_symbol:march7 description:protein FAM171B [Source:NCBI gene;Acc:101172560]","iHSoutlier_CP020780.1_2208388"
2,2185468,2185543,"ENSORLG00020012405",NA,"","ENSORLG00000000091","2330482","2339496",NA,"description:calcitonin gene-related peptide type 1 receptor [Source:NCBI gene;Acc:101172311]","iHSoutlier_CP020780.1_2208388"
2,2441896,2444720,"ENSORLG00020012350",NA,NA,NA,NA,NA,NA,NA,"iHSoutlier_CP020780.1_2427542"
2,8088602,8093461,"ENSORLG00020000909",NA,NA,NA,NA,NA,NA,NA,"iHSoutlier_CP020780.1_8089358"
2,10851987,10880160,"ENSORLG00020003846",NA,NA,NA,NA,NA,NA,NA,"iHSoutlier_CP020780.1_10865853"
2,16199242,16207975,"ENSORLG00020000520",NA,"description:Nedd4 family interacting protein 2 [Source:ZFIN;Acc:ZDB-GENE-040426-2662]","ENSORLG00000004591","18748588","18757583","ndfip2","gene_symbol:ndfip2 description:Nedd4 family interacting protein 2 [Source:NCBI gene;Acc:101170655]","iHSoutlier_CP020780.1_16195538"
2,16170538,16174877,"ENSORLG00020018523","GABRB3",NA,NA,NA,NA,NA,NA,"iHSoutlier_CP020780.1_16195538"
2,16342747,16344267,"ENSORLG00020000928",NA,NA,NA,NA,NA,NA,NA,"iHSoutlier_CP020780.1_16360801"
2,17632004,17634801,"ENSORLG00020018405",NA,NA,NA,NA,NA,NA,NA,"iHSoutlier_CP020780.1_17655923"
2,17845166,17854672,"ENSORLG00020018391",NA,NA,NA,NA,NA,NA,NA,"iHSoutlier_CP020780.1_17840873"
2,17932462,17941021,"ENSORLG00020018377",NA,"description:E3 ubiquitin-protein ligase Midline-1 [Source:NCBI gene;Acc:101171810]","ENSORLG00000004661","20567332","20613139","MID1","gene_symbol:MID1 description:E3 ubiquitin-protein ligase Midline-1 [Source:NCBI gene;Acc:101171810]","iHSoutlier_CP020780.1_17917250"
2,18125632,18152839,"ENSORLG00020018280",NA,NA,NA,NA,NA,NA,NA,"iHSoutlier_CP020780.1_18128672"
2,18141568,18142018,"ENSORLG00020018339",NA,"description:Rho GTPase activating protein 6 [Source:HGNC Symbol;Acc:HGNC:676]","ENSORLG00000004681","20675807","20685581",NA,"description:Rho GTPase activating protein 6 [Source:HGNC Symbol;Acc:HGNC:676]","iHSoutlier_CP020780.1_18128672"
